word=de,f=221,flags=,originalFreq=221
word=traductions,f=117,flags=,originalFreq=117
word=traduire,f=117,flags=,originalFreq=117
word=trahison,f=117,flags=,originalFreq=117
word=transmettre,f=117,flags=,originalFreq=117
word=transmis,f=117,flags=,originalFreq=117
word=traversant,f=117,flags=,originalFreq=117
word=tribunaux,f=117,flags=,originalFreq=117
word=tribune,f=117,flags=,originalFreq=117
word=tropicale,f=117,flags=,originalFreq=117
word=trouble,f=117,flags=,originalFreq=117
word=trous,f=117,flags=,originalFreq=117
word=typiquement,f=117,flags=,originalFreq=117
word=ultime,f=117,flags=,originalFreq=117
word=usages,f=117,flags=,originalFreq=117
word=vain,f=117,flags=,originalFreq=117
word=venger,f=117,flags=,originalFreq=117
word=ventre,f=117,flags=,originalFreq=117
word=verbe,f=117,flags=,originalFreq=117
word=violent,f=117,flags=,originalFreq=117
word=violente,f=117,flags=,originalFreq=117
word=voter,f=117,flags=,originalFreq=117
word=votes,f=117,flags=,originalFreq=117
word=voyant,f=117,flags=,originalFreq=117
word=vérifier,f=117,flags=,originalFreq=117
word=wallonne,f=117,flags=,originalFreq=117
word=éditeurs,f=117,flags=,originalFreq=117
word=époques,f=117,flags=,originalFreq=117
word=étrange,f=117,flags=,originalFreq=117
word=Charente-Maritime,f=116,flags=,originalFreq=116
word=Corée,f=116,flags=,originalFreq=116
word=Danemark,f=116,flags=,originalFreq=116
word=Gérard,f=116,flags=,originalFreq=116
word=Juan,f=116,flags=,originalFreq=116
word=Laurent,f=116,flags=,originalFreq=116
word=Luxembourg,f=116,flags=,originalFreq=116
word=Nice,f=116,flags=,originalFreq=116
word=Normandie,f=116,flags=,originalFreq=116
word=Norvège,f=116,flags=,originalFreq=116
word=Saint-Michel,f=116,flags=,originalFreq=116
word=Savoie,f=116,flags=,originalFreq=116
word=Serbie,f=116,flags=,originalFreq=116
word=TGV,f=116,flags=,originalFreq=116
word=Turquie,f=116,flags=,originalFreq=116
word=UMP,f=116,flags=,originalFreq=116
word=Versailles,f=116,flags=,originalFreq=116
word=accordée,f=116,flags=,originalFreq=116
word=acier,f=116,flags=,originalFreq=116
word=adhère,f=116,flags=,originalFreq=116
word=adresse,f=116,flags=,originalFreq=116
word=affirmant,f=116,flags=,originalFreq=116
word=agence,f=116,flags=,originalFreq=116
word=agences,f=116,flags=,originalFreq=116
word=agit,f=116,flags=,originalFreq=116
word=ajoutant,f=116,flags=,originalFreq=116
word=allusion,f=116,flags=,originalFreq=116
word=anglaises,f=116,flags=,originalFreq=116
word=anneaux,f=116,flags=,originalFreq=116
word=appartement,f=116,flags=,originalFreq=116
word=appeler,f=116,flags=,originalFreq=116
word=appliqué,f=116,flags=,originalFreq=116
word=argentin,f=116,flags=,originalFreq=116
word=armoiries,f=116,flags=,originalFreq=116
word=artificielle,f=116,flags=,originalFreq=116
word=as,f=116,flags=,originalFreq=116
word=assurent,f=116,flags=,originalFreq=116
word=atomes,f=116,flags=,originalFreq=116
word=atomique,f=116,flags=,originalFreq=116
word=attribués,f=116,flags=,originalFreq=116
word=audio,f=116,flags=,originalFreq=116
word=automatiquement,f=116,flags=,originalFreq=116
word=automobiles,f=116,flags=,originalFreq=116
word=autorise,f=116,flags=,originalFreq=116
word=avancé,f=116,flags=,originalFreq=116
word=balles,f=116,flags=,originalFreq=116
word=bar,f=116,flags=,originalFreq=116
word=barrière,f=116,flags=,originalFreq=116
word=barème,f=116,flags=,originalFreq=116
word=battue,f=116,flags=,originalFreq=116
word=bis,f=116,flags=,originalFreq=116
word=bombes,f=116,flags=,originalFreq=116
word=bordée,f=116,flags=,originalFreq=116
word=bulle,f=116,flags=,originalFreq=116
word=bétail,f=116,flags=,originalFreq=116
word=caché,f=116,flags=,originalFreq=116
word=calculer,f=116,flags=,originalFreq=116
word=calculs,f=116,flags=,originalFreq=116
word=camarades,f=116,flags=,originalFreq=116
word=captivité,f=116,flags=,originalFreq=116
word=caractérisée,f=116,flags=,originalFreq=116
word=carrée,f=116,flags=,originalFreq=116
word=causé,f=116,flags=,originalFreq=116
word=chair,f=116,flags=,originalFreq=116
word=chanté,f=116,flags=,originalFreq=116
word=chapeau,f=116,flags=,originalFreq=116
word=chapelles,f=116,flags=,originalFreq=116
word=char,f=116,flags=,originalFreq=116
word=chaussée,f=116,flags=,originalFreq=116
word=choisis,f=116,flags=,originalFreq=116
word=cirque,f=116,flags=,originalFreq=116
word=clavier,f=116,flags=,originalFreq=116
word=clientèle,f=116,flags=,originalFreq=116
word=climatiques,f=116,flags=,originalFreq=116
word=collecte,f=116,flags=,originalFreq=116
word=collèges,f=116,flags=,originalFreq=116
word=compatriote,f=116,flags=,originalFreq=116
word=complément,f=116,flags=,originalFreq=116
word=comportements,f=116,flags=,originalFreq=116
word=composante,f=116,flags=,originalFreq=116
word=composer,f=116,flags=,originalFreq=116
word=conducteur,f=116,flags=,originalFreq=116
word=conformément,f=116,flags=,originalFreq=116
word=connexion,f=116,flags=,originalFreq=116
word=consacrés,f=116,flags=,originalFreq=116
word=consistant,f=116,flags=,originalFreq=116
word=contraste,f=116,flags=,originalFreq=116
word=contribuer,f=116,flags=,originalFreq=116
word=contributions,f=116,flags=,originalFreq=116
word=convaincu,f=116,flags=,originalFreq=116
word=coordination,f=116,flags=,originalFreq=116
word=coque,f=116,flags=,originalFreq=116
word=costume,f=116,flags=,originalFreq=116
word=couvrant,f=116,flags=,originalFreq=116
word=couvrir,f=116,flags=,originalFreq=116
word=coéquipier,f=116,flags=,originalFreq=116
word=croisement,f=116,flags=,originalFreq=116
word=croyance,f=116,flags=,originalFreq=116
word=croyances,f=116,flags=,originalFreq=116
word=crues,f=116,flags=,originalFreq=116
word=crâne,f=116,flags=,originalFreq=116
word=crête,f=116,flags=,originalFreq=116
word=cycles,f=116,flags=,originalFreq=116
word=câble,f=116,flags=,originalFreq=116
word=d'Alsace,f=116,flags=,originalFreq=116
word=d'Angers,f=116,flags=,originalFreq=116
word=d'Aragon,f=116,flags=,originalFreq=116
word=d'accord,f=116,flags=,originalFreq=116
word=d'application,f=116,flags=,originalFreq=116
word=d'arbres,f=116,flags=,originalFreq=116
word=d'armée,f=116,flags=,originalFreq=116
word=d'attaque,f=116,flags=,originalFreq=116
word=d'effectuer,f=116,flags=,originalFreq=116
word=d'entreprises,f=116,flags=,originalFreq=116
word=d'influence,f=116,flags=,originalFreq=116
word=d'ouvrages,f=116,flags=,originalFreq=116
word=d'usage,f=116,flags=,originalFreq=116
word=d'utilisation,f=116,flags=,originalFreq=116
word=d'Égypte,f=116,flags=,originalFreq=116
word=d'échecs,f=116,flags=,originalFreq=116
word=d'économie,f=116,flags=,originalFreq=116
word=datée,f=116,flags=,originalFreq=116
word=descendre,f=116,flags=,originalFreq=116
word=devinrent,f=116,flags=,originalFreq=116
word=devraient,f=116,flags=,originalFreq=116
word=dictature,f=116,flags=,originalFreq=116
word=dictionnaire,f=116,flags=,originalFreq=116
word=diffuser,f=116,flags=,originalFreq=116
word=dignité,f=116,flags=,originalFreq=116
word=dimanches,f=116,flags=,originalFreq=116
word=diplomatiques,f=116,flags=,originalFreq=116
word=directrice,f=116,flags=,originalFreq=116
word=dirigea,f=116,flags=,originalFreq=116
word=disait,f=116,flags=,originalFreq=116
word=distincts,f=116,flags=,originalFreq=116
word=divine,f=116,flags=,originalFreq=116
word=dix-sept,f=116,flags=,originalFreq=116
word=dragons,f=116,flags=,originalFreq=116
word=ducs,f=116,flags=,originalFreq=116
word=décisive,f=116,flags=,originalFreq=116
word=découvrit,f=116,flags=,originalFreq=116
word=définitif,f=116,flags=,originalFreq=116
word=dégradation,f=116,flags=,originalFreq=116
word=démontre,f=116,flags=,originalFreq=116
word=démontré,f=116,flags=,originalFreq=116
word=déroulée,f=116,flags=,originalFreq=116
word=désignée,f=116,flags=,originalFreq=116
word=détriment,f=116,flags=,originalFreq=116
word=développées,f=116,flags=,originalFreq=116
word=effectif,f=116,flags=,originalFreq=116
word=enregistrés,f=116,flags=,originalFreq=116
word=enseignements,f=116,flags=,originalFreq=116
word=enseigné,f=116,flags=,originalFreq=116
word=entité,f=116,flags=,originalFreq=116
word=entraînant,f=116,flags=,originalFreq=116
word=entretien,f=116,flags=,originalFreq=116
word=envoyer,f=116,flags=,originalFreq=116
word=envoyée,f=116,flags=,originalFreq=116
word=escalier,f=116,flags=,originalFreq=116
word=exception,f=116,flags=,originalFreq=116
word=exercer,f=116,flags=,originalFreq=116
word=exercé,f=116,flags=,originalFreq=116
word=exploité,f=116,flags=,originalFreq=116
word=exposée,f=116,flags=,originalFreq=116
word=exposés,f=116,flags=,originalFreq=116
word=expéditions,f=116,flags=,originalFreq=116
word=extérieurs,f=116,flags=,originalFreq=116
word=exécution,f=116,flags=,originalFreq=116
word=faiblesse,f=116,flags=,originalFreq=116
word=favorise,f=116,flags=,originalFreq=116
word=fibres,f=116,flags=,originalFreq=116
word=fixer,f=116,flags=,originalFreq=116
word=fois-ci,f=116,flags=,originalFreq=116
word=fondamental,f=116,flags=,originalFreq=116
word=fondent,f=116,flags=,originalFreq=116
word=forcément,f=116,flags=,originalFreq=116
word=foyers,f=116,flags=,originalFreq=116
word=fréquent,f=116,flags=,originalFreq=116
word=fréquentes,f=116,flags=,originalFreq=116
word=fusil,f=116,flags=,originalFreq=116
word=global,f=116,flags=,originalFreq=116
word=globalement,f=116,flags=,originalFreq=116
word=golf,f=116,flags=,originalFreq=116
word=grand-mère,f=116,flags=,originalFreq=116
word=grès,f=116,flags=,originalFreq=116
word=gène,f=116,flags=,originalFreq=116
word=gènes,f=116,flags=,originalFreq=116
word=habité,f=116,flags=,originalFreq=116
word=halte,f=116,flags=,originalFreq=116
word=hollandais,f=116,flags=,originalFreq=116
word=héritage,f=116,flags=,originalFreq=116
word=hôpitaux,f=116,flags=,originalFreq=116
word=hôtes,f=116,flags=,originalFreq=116
word=imaginaire,f=116,flags=,originalFreq=116
word=incluent,f=116,flags=,originalFreq=116
word=individuelles,f=116,flags=,originalFreq=116
word=informatiques,f=116,flags=,originalFreq=116
word=installation,f=116,flags=,originalFreq=116
word=installe,f=116,flags=,originalFreq=116
word=instance,f=116,flags=,originalFreq=116
word=intention,f=116,flags=,originalFreq=116
word=introduite,f=116,flags=,originalFreq=116
word=intégrer,f=116,flags=,originalFreq=116
word=intéressé,f=116,flags=,originalFreq=116
word=isolé,f=116,flags=,originalFreq=116
word=italiennes,f=116,flags=,originalFreq=116
word=jambes,f=116,flags=,originalFreq=116
word=jeter,f=116,flags=,originalFreq=116
word=jonction,f=116,flags=,originalFreq=116
word=joueuse,f=116,flags=,originalFreq=116
word=judiciaires,f=116,flags=,originalFreq=116
word=l'adaptation,f=116,flags=,originalFreq=116
word=l'adversaire,f=116,flags=,originalFreq=116
word=l'altitude,f=116,flags=,originalFreq=116
word=l'arc,f=116,flags=,originalFreq=116
word=l'arme,f=116,flags=,originalFreq=116
word=l'avènement,f=116,flags=,originalFreq=116
word=l'enfance,f=116,flags=,originalFreq=116
word=l'enquête,f=116,flags=,originalFreq=116
word=l'entretien,f=116,flags=,originalFreq=116
word=l'explosion,f=116,flags=,originalFreq=116
word=l'inscription,f=116,flags=,originalFreq=116
word=l'interdiction,f=116,flags=,originalFreq=116
word=l'obtention,f=116,flags=,originalFreq=116
word=l'élément,f=116,flags=,originalFreq=116
word=l'émergence,f=116,flags=,originalFreq=116
word=livret,f=116,flags=,originalFreq=116
word=localisation,f=116,flags=,originalFreq=116
word=légers,f=116,flags=,originalFreq=116
word=magnifique,f=116,flags=,originalFreq=116
word=manières,f=116,flags=,originalFreq=116
word=marketing,f=116,flags=,originalFreq=116
word=marron,f=116,flags=,originalFreq=116
word=masque,f=116,flags=,originalFreq=116
word=masses,f=116,flags=,originalFreq=116
word=maïs,f=116,flags=,originalFreq=116
word=menaces,f=116,flags=,originalFreq=116
word=mentionnée,f=116,flags=,originalFreq=116
word=millénaire,f=116,flags=,originalFreq=116
word=miroir,f=116,flags=,originalFreq=116
word=missionnaires,f=116,flags=,originalFreq=116
word=monastères,f=116,flags=,originalFreq=116
word=mondiales,f=116,flags=,originalFreq=116
word=monopole,f=116,flags=,originalFreq=116
word=multiplication,f=116,flags=,originalFreq=116
word=méditerranéen,f=116,flags=,originalFreq=116
word=métalliques,f=116,flags=,originalFreq=116
word=métropolitaine,f=116,flags=,originalFreq=116
word=mœurs,f=116,flags=,originalFreq=116
word=n'aurait,f=116,flags=,originalFreq=116
word=nazi,f=116,flags=,originalFreq=116
word=nazie,f=116,flags=,originalFreq=116
word=noces,f=116,flags=,originalFreq=116
word=notation,f=116,flags=,originalFreq=116
word=notions,f=116,flags=,originalFreq=116
word=noté,f=116,flags=,originalFreq=116
word=nourrit,f=116,flags=,originalFreq=116
word=négatif,f=116,flags=,originalFreq=116
word=oblige,f=116,flags=,originalFreq=116
word=occuper,f=116,flags=,originalFreq=116
word=opérateurs,f=116,flags=,originalFreq=116
word=pair,f=116,flags=,originalFreq=116
word=parking,f=116,flags=,originalFreq=116
word=partisan,f=116,flags=,originalFreq=116
word=partition,f=116,flags=,originalFreq=116
word=parue,f=116,flags=,originalFreq=116
word=passait,f=116,flags=,originalFreq=116
word=passées,f=116,flags=,originalFreq=116
word=patriarche,f=116,flags=,originalFreq=116
word=patronyme,f=116,flags=,originalFreq=116
word=pension,f=116,flags=,originalFreq=116
word=philosophes,f=116,flags=,originalFreq=116
word=pirates,f=116,flags=,originalFreq=116
word=placées,f=116,flags=,originalFreq=116
word=plafond,f=116,flags=,originalFreq=116
word=plateaux,f=116,flags=,originalFreq=116
word=plats,f=116,flags=,originalFreq=116
word=pluriel,f=116,flags=,originalFreq=116
word=poitrine,f=116,flags=,originalFreq=116
word=porte-parole,f=116,flags=,originalFreq=116
word=porteur,f=116,flags=,originalFreq=116
word=poussé,f=116,flags=,originalFreq=116
word=pressions,f=116,flags=,originalFreq=116
word=prochain,f=116,flags=,originalFreq=116
word=profondes,f=116,flags=,originalFreq=116
word=progressive,f=116,flags=,originalFreq=116
word=prolongation,f=116,flags=,originalFreq=116
word=proposés,f=116,flags=,originalFreq=116
word=protégés,f=116,flags=,originalFreq=116
word=provincial,f=116,flags=,originalFreq=116
word=préalable,f=116,flags=,originalFreq=116
word=présidente,f=116,flags=,originalFreq=116
word=prétexte,f=116,flags=,originalFreq=116
word=prévenir,f=116,flags=,originalFreq=116
word=prêts,f=116,flags=,originalFreq=116
word=psychologique,f=116,flags=,originalFreq=116
word=publiquement,f=116,flags=,originalFreq=116
word=puisqu'elle,f=116,flags=,originalFreq=116
word=pâte,f=116,flags=,originalFreq=116
word=pédagogique,f=116,flags=,originalFreq=116
word=qu'a,f=116,flags=,originalFreq=116
word=qualifications,f=116,flags=,originalFreq=116
word=qualifiée,f=116,flags=,originalFreq=116
word=qualifiées,f=116,flags=,originalFreq=116
word=quantique,f=116,flags=,originalFreq=116
word=racheté,f=116,flags=,originalFreq=116
word=randonnée,f=116,flags=,originalFreq=116
word=rap,f=116,flags=,originalFreq=116
word=recouvert,f=116,flags=,originalFreq=116
word=recruté,f=116,flags=,originalFreq=116
word=rectangulaire,f=116,flags=,originalFreq=116
word=registres,f=116,flags=,originalFreq=116
word=relié,f=116,flags=,originalFreq=116
word=reliée,f=116,flags=,originalFreq=116
word=relégation,f=116,flags=,originalFreq=116
word=renonce,f=116,flags=,originalFreq=116
word=renouvellement,f=116,flags=,originalFreq=116
word=renvoie,f=116,flags=,originalFreq=116
word=représentait,f=116,flags=,originalFreq=116
word=restauré,f=116,flags=,originalFreq=116
word=restés,f=116,flags=,originalFreq=116
word=rocher,f=116,flags=,originalFreq=116
word=royales,f=116,flags=,originalFreq=116
word=ruine,f=116,flags=,originalFreq=116
word=rumeurs,f=116,flags=,originalFreq=116
word=réacteur,f=116,flags=,originalFreq=116
word=réalisant,f=116,flags=,originalFreq=116
word=répandu,f=116,flags=,originalFreq=116
word=répartitions,f=116,flags=,originalFreq=116
word=réputée,f=116,flags=,originalFreq=116
word=résistant,f=116,flags=,originalFreq=116
word=résistants,f=116,flags=,originalFreq=116
word=rétablir,f=116,flags=,originalFreq=116
word=s'appelait,f=116,flags=,originalFreq=116
word=s'effectue,f=116,flags=,originalFreq=116
word=s'enfuit,f=116,flags=,originalFreq=116
word=s'installent,f=116,flags=,originalFreq=116
word=s'échapper,f=116,flags=,originalFreq=116
word=sauvé,f=116,flags=,originalFreq=116
word=sensiblement,f=116,flags=,originalFreq=116
word=sent,f=116,flags=,originalFreq=116
word=show,f=116,flags=,originalFreq=116
word=sortit,f=116,flags=,originalFreq=116
word=souffle,f=116,flags=,originalFreq=116
word=soumise,f=116,flags=,originalFreq=116
word=sous-marins,f=116,flags=,originalFreq=116
word=souterrain,f=116,flags=,originalFreq=116
word=spectre,f=116,flags=,originalFreq=116
word=spécialisées,f=116,flags=,originalFreq=116
word=standards,f=116,flags=,originalFreq=116
word=star,f=116,flags=,originalFreq=116
word=statuts,f=116,flags=,originalFreq=116
word=substances,f=116,flags=,originalFreq=116
word=successeurs,f=116,flags=,originalFreq=116
word=succéda,f=116,flags=,originalFreq=116
word=suffrage,f=116,flags=,originalFreq=116
word=survécu,f=116,flags=,originalFreq=116
word=susceptibles,f=116,flags=,originalFreq=116
word=suédoise,f=116,flags=,originalFreq=116
word=symphonique,f=116,flags=,originalFreq=116
word=synonyme,f=116,flags=,originalFreq=116
word=séquences,f=116,flags=,originalFreq=116
word=tables,f=116,flags=,originalFreq=116
word=textile,f=116,flags=,originalFreq=116
word=tombé,f=116,flags=,originalFreq=116
word=toponyme,f=116,flags=,originalFreq=116
word=tort,f=116,flags=,originalFreq=116
word=travaillait,f=116,flags=,originalFreq=116
word=tropicales,f=116,flags=,originalFreq=116
word=trouvés,f=116,flags=,originalFreq=116
word=téléfilm,f=116,flags=,originalFreq=116
word=uniforme,f=116,flags=,originalFreq=116
word=vaincre,f=116,flags=,originalFreq=116
word=verra,f=116,flags=,originalFreq=116
word=vieil,f=116,flags=,originalFreq=116
word=visites,f=116,flags=,originalFreq=116
word=vitraux,f=116,flags=,originalFreq=116
word=vivaient,f=116,flags=,originalFreq=116
word=volcanique,f=116,flags=,originalFreq=116
word=volontairement,f=116,flags=,originalFreq=116
word=végétaux,f=116,flags=,originalFreq=116
word=week-end,f=116,flags=,originalFreq=116
word=âme,f=116,flags=,originalFreq=116
word=échecs,f=116,flags=,originalFreq=116
word=égalité,f=116,flags=,originalFreq=116
word=égyptien,f=116,flags=,originalFreq=116
word=éliminer,f=116,flags=,originalFreq=116
word=énergétique,f=116,flags=,originalFreq=116
word=évoluait,f=116,flags=,originalFreq=116
word=œil,f=116,flags=,originalFreq=116
word=Arthur,f=115,flags=,originalFreq=115
word=Barcelone,f=115,flags=,originalFreq=115
word=CNRS,f=115,flags=,originalFreq=115
word=Clermont-Ferrand,f=115,flags=,originalFreq=115
word=DC,f=115,flags=,originalFreq=115
word=Finlande,f=115,flags=,originalFreq=115
word=Florence,f=115,flags=,originalFreq=115
word=Frank,f=115,flags=,originalFreq=115
word=Inde,f=115,flags=,originalFreq=115
word=Jésus,f=115,flags=,originalFreq=115
word=NASA,f=115,flags=,originalFreq=115
word=PIB,f=115,flags=,originalFreq=115
word=Provence,f=115,flags=,originalFreq=115
word=RER,f=115,flags=,originalFreq=115
word=Roumanie,f=115,flags=,originalFreq=115
word=Texas,f=115,flags=,originalFreq=115
word=Vincent,f=115,flags=,originalFreq=115
word=abords,f=115,flags=,originalFreq=115
word=absolument,f=115,flags=,originalFreq=115
word=accusations,f=115,flags=,originalFreq=115
word=adaptés,f=115,flags=,originalFreq=115
word=administratifs,f=115,flags=,originalFreq=115
word=adopter,f=115,flags=,originalFreq=115
word=affiche,f=115,flags=,originalFreq=115
word=africains,f=115,flags=,originalFreq=115
word=aisément,f=115,flags=,originalFreq=115
word=algérien,f=115,flags=,originalFreq=115
word=aliments,f=115,flags=,originalFreq=115
word=alla,f=115,flags=,originalFreq=115
word=amitié,f=115,flags=,originalFreq=115
word=ancêtre,f=115,flags=,originalFreq=115
word=angles,f=115,flags=,originalFreq=115
word=annexe,f=115,flags=,originalFreq=115
word=apogée,f=115,flags=,originalFreq=115
word=arbitre,f=115,flags=,originalFreq=115
word=arrondissements,f=115,flags=,originalFreq=115
word=asiatique,f=115,flags=,originalFreq=115
word=assis,f=115,flags=,originalFreq=115
word=assister,f=115,flags=,originalFreq=115
word=athlètes,f=115,flags=,originalFreq=115
word=attaquant,f=115,flags=,originalFreq=115
word=attentats,f=115,flags=,originalFreq=115
word=autochtones,f=115,flags=,originalFreq=115
word=baptême,f=115,flags=,originalFreq=115
word=barrages,f=115,flags=,originalFreq=115
word=bataillons,f=115,flags=,originalFreq=115
word=beau-frère,f=115,flags=,originalFreq=115
word=bel,f=115,flags=,originalFreq=115
word=biodiversité,f=115,flags=,originalFreq=115
word=biologiques,f=115,flags=,originalFreq=115
word=bretonne,f=115,flags=,originalFreq=115
word=brésilienne,f=115,flags=,originalFreq=115
word=bâtie,f=115,flags=,originalFreq=115
word=bénéfices,f=115,flags=,originalFreq=115
word=cacher,f=115,flags=,originalFreq=115
word=calcaires,f=115,flags=,originalFreq=115
word=capturer,f=115,flags=,originalFreq=115
word=catholicisme,f=115,flags=,originalFreq=115
word=cendres,f=115,flags=,originalFreq=115
word=chaine,f=115,flags=,originalFreq=115
word=champignons,f=115,flags=,originalFreq=115
word=chances,f=115,flags=,originalFreq=115
word=chanoine,f=115,flags=,originalFreq=115
word=charme,f=115,flags=,originalFreq=115
word=charts,f=115,flags=,originalFreq=115
word=cherchent,f=115,flags=,originalFreq=115
word=chinoises,f=115,flags=,originalFreq=115
word=chirurgie,f=115,flags=,originalFreq=115
word=chrétiennes,f=115,flags=,originalFreq=115
word=cinéaste,f=115,flags=,originalFreq=115
word=citadelle,f=115,flags=,originalFreq=115
word=colonial,f=115,flags=,originalFreq=115
word=combattant,f=115,flags=,originalFreq=115
word=comique,f=115,flags=,originalFreq=115
word=communale,f=115,flags=,originalFreq=115
word=communiquer,f=115,flags=,originalFreq=115
word=complémentaires,f=115,flags=,originalFreq=115
word=complété,f=115,flags=,originalFreq=115
word=comportait,f=115,flags=,originalFreq=115
word=confirmée,f=115,flags=,originalFreq=115
word=conforme,f=115,flags=,originalFreq=115
word=confrontation,f=115,flags=,originalFreq=115
word=conservant,f=115,flags=,originalFreq=115
word=conservées,f=115,flags=,originalFreq=115
word=considérait,f=115,flags=,originalFreq=115
word=consommateurs,f=115,flags=,originalFreq=115
word=constituées,f=115,flags=,originalFreq=115
word=consécutive,f=115,flags=,originalFreq=115
word=consécutives,f=115,flags=,originalFreq=115
word=conventions,f=115,flags=,originalFreq=115
word=convoi,f=115,flags=,originalFreq=115
word=conçus,f=115,flags=,originalFreq=115
word=correctement,f=115,flags=,originalFreq=115
word=costumes,f=115,flags=,originalFreq=115
word=couper,f=115,flags=,originalFreq=115
word=croisés,f=115,flags=,originalFreq=115
word=cyclisme,f=115,flags=,originalFreq=115
word=célébrer,f=115,flags=,originalFreq=115
word=d'André,f=115,flags=,originalFreq=115
word=d'Angoulême,f=115,flags=,originalFreq=115
word=d'Azur,f=115,flags=,originalFreq=115
word=d'agglomération,f=115,flags=,originalFreq=115
word=d'aide,f=115,flags=,originalFreq=115
word=d'aménagement,f=115,flags=,originalFreq=115
word=d'analyse,f=115,flags=,originalFreq=115
word=d'athlétisme,f=115,flags=,originalFreq=115
word=d'emploi,f=115,flags=,originalFreq=115
word=d'enregistrement,f=115,flags=,originalFreq=115
word=d'esprit,f=115,flags=,originalFreq=115
word=d'essais,f=115,flags=,originalFreq=115
word=d'exposition,f=115,flags=,originalFreq=115
word=d'électricité,f=115,flags=,originalFreq=115
word=desserte,f=115,flags=,originalFreq=115
word=directions,f=115,flags=,originalFreq=115
word=dirigés,f=115,flags=,originalFreq=115
word=dissous,f=115,flags=,originalFreq=115
word=divinité,f=115,flags=,originalFreq=115
word=documentation,f=115,flags=,originalFreq=115
word=donjon,f=115,flags=,originalFreq=115
word=dresse,f=115,flags=,originalFreq=115
word=dura,f=115,flags=,originalFreq=115
word=déclarant,f=115,flags=,originalFreq=115
word=déclarée,f=115,flags=,originalFreq=115
word=découpage,f=115,flags=,originalFreq=115
word=découvrent,f=115,flags=,originalFreq=115
word=définies,f=115,flags=,originalFreq=115
word=délégués,f=115,flags=,originalFreq=115
word=dépassant,f=115,flags=,originalFreq=115
word=dépassé,f=115,flags=,originalFreq=115
word=dépendait,f=115,flags=,originalFreq=115
word=dépendent,f=115,flags=,originalFreq=115
word=détachement,f=115,flags=,originalFreq=115
word=détection,f=115,flags=,originalFreq=115
word=détermination,f=115,flags=,originalFreq=115
word=détermine,f=115,flags=,originalFreq=115
word=effort,f=115,flags=,originalFreq=115
word=empêche,f=115,flags=,originalFreq=115
word=engage,f=115,flags=,originalFreq=115
word=enregistrement,f=115,flags=,originalFreq=115
word=enregistrer,f=115,flags=,originalFreq=115
word=entraîner,f=115,flags=,originalFreq=115
word=entretient,f=115,flags=,originalFreq=115
word=essentielle,f=115,flags=,originalFreq=115
word=estiment,f=115,flags=,originalFreq=115
word=ethnique,f=115,flags=,originalFreq=115
word=exige,f=115,flags=,originalFreq=115
word=expressions,f=115,flags=,originalFreq=115
word=extrémité,f=115,flags=,originalFreq=115
word=extrémités,f=115,flags=,originalFreq=115
word=fabricant,f=115,flags=,originalFreq=115
word=facilité,f=115,flags=,originalFreq=115
word=facultés,f=115,flags=,originalFreq=115
word=fasse,f=115,flags=,originalFreq=115
word=façades,f=115,flags=,originalFreq=115
word=ferrée,f=115,flags=,originalFreq=115
word=finaliste,f=115,flags=,originalFreq=115
word=finlandais,f=115,flags=,originalFreq=115
word=folie,f=115,flags=,originalFreq=115
word=four,f=115,flags=,originalFreq=115
word=fusée,f=115,flags=,originalFreq=115
word=garantir,f=115,flags=,originalFreq=115
word=gorge,f=115,flags=,originalFreq=115
word=graphiques,f=115,flags=,originalFreq=115
word=gratuit,f=115,flags=,originalFreq=115
word=gratuitement,f=115,flags=,originalFreq=115
word=gravures,f=115,flags=,originalFreq=115
word=grecques,f=115,flags=,originalFreq=115
word=grottes,f=115,flags=,originalFreq=115
word=gueules,f=115,flags=,originalFreq=115
word=http,f=115,flags=,originalFreq=115
word=hôte,f=115,flags=,originalFreq=115
word=ignore,f=115,flags=,originalFreq=115
word=implanté,f=115,flags=,originalFreq=115
word=imprimé,f=115,flags=,originalFreq=115
word=indépendamment,f=115,flags=,originalFreq=115
word=installer,f=115,flags=,originalFreq=115
word=instructions,f=115,flags=,originalFreq=115
word=intermédiaires,f=115,flags=,originalFreq=115
word=interventions,f=115,flags=,originalFreq=115
word=investissements,f=115,flags=,originalFreq=115
word=jambe,f=115,flags=,originalFreq=115
word=jaunes,f=115,flags=,originalFreq=115
word=jouées,f=115,flags=,originalFreq=115
word=l'Aisne,f=115,flags=,originalFreq=115
word=l'Euro,f=115,flags=,originalFreq=115
word=l'Oise,f=115,flags=,originalFreq=115
word=l'Olympique,f=115,flags=,originalFreq=115
word=l'abri,f=115,flags=,originalFreq=115
word=l'actualité,f=115,flags=,originalFreq=115
word=l'amélioration,f=115,flags=,originalFreq=115
word=l'annonce,f=115,flags=,originalFreq=115
word=l'efficacité,f=115,flags=,originalFreq=115
word=l'héritage,f=115,flags=,originalFreq=115
word=l'impact,f=115,flags=,originalFreq=115
word=l'incendie,f=115,flags=,originalFreq=115
word=l'indique,f=115,flags=,originalFreq=115
word=l'institution,f=115,flags=,originalFreq=115
word=l'offensive,f=115,flags=,originalFreq=115
word=l'égide,f=115,flags=,originalFreq=115
word=l'évêché,f=115,flags=,originalFreq=115
word=laissa,f=115,flags=,originalFreq=115
word=lança,f=115,flags=,originalFreq=115
word=lauréat,f=115,flags=,originalFreq=115
